metric_type,date,category,raw_downloads,sanitized_downloads,rolling_7d_avg,rolling_30d_avg,daily_growth_pct,is_spike,confidence_score
python_minor,2025-11-18,null,2,1.8,,,,,0.6
python_minor,2025-11-19,null,1,0.9,,,,,0.6
python_minor,2025-11-26,null,1,0.9,,,,,0.6
python_minor,2025-12-04,null,1,0.9,,,,,0.6
python_minor,2025-12-05,null,2,1.8,,,,,0.6
python_minor,2025-12-06,null,3,2.7,,,,,0.6
python_minor,2025-12-07,null,1,0.9,,,,,0.6
python_minor,2025-12-08,null,2,1.8,,,,,0.6
python_minor,2025-12-09,null,2,1.8,,,,,0.6
python_minor,2025-12-10,null,1,0.9,,,,,0.6
python_minor,2025-12-12,null,2,1.8,,,,,0.6
python_minor,2025-12-17,null,1,0.9,,,,,0.6
python_minor,2025-12-19,null,2,1.8,,,,,0.6
python_minor,2025-12-20,null,6,5.4,,,,,0.6
python_minor,2025-12-21,null,15,13.5,,,,,0.6
python_minor,2025-12-26,null,2,1.8,,,,,0.6
python_minor,2025-12-27,null,1,0.9,,,,,0.6
python_minor,2025-12-30,null,145,130.5,,,,,0.6
python_minor,2025-12-31,null,7,6.3,,,,,0.6
system,2025-07-30,Darwin,4,3.4,,,,,0.5
system,2025-07-31,Darwin,4,3.4,,,,,0.5
system,2025-08-16,Darwin,4,3.4,,,,,0.5
system,2025-08-17,Darwin,4,3.4,,,,,0.5
system,2025-09-21,Darwin,4,3.4,,,,,0.5
system,2025-09-22,Darwin,4,3.4,,,,,0.5
system,2025-12-30,Darwin,4,3.4,,,,,0.5
system,2025-07-30,Linux,10,8.5,,,,,0.5
system,2025-08-13,Linux,2,1.7,,,,,0.5
system,2025-08-16,Linux,8,6.8,,,,,0.5
system,2025-08-17,Linux,2,1.7,,,,,0.5
system,2025-08-18,Linux,2,1.7,,,,,0.5
system,2025-08-27,Linux,3,2.55,,,,,0.5
system,2025-08-28,Linux,2,1.7,,,,,0.5
system,2025-08-31,Linux,2,1.7,,,,,0.5
system,2025-09-01,Linux,1,0.85,,,,,0.5
system,2025-09-02,Linux,2,1.7,,,,,0.5
system,2025-09-21,Linux,9,7.6499999999999995,,,,,0.5
system,2025-09-28,Linux,1,0.85,,,,,0.5
system,2025-10-21,Linux,2,1.7,,,,,0.5
system,2025-10-31,Linux,2,1.7,,,,,0.5
system,2025-11-04,Linux,2,1.7,,,,,0.5
system,2025-12-20,Linux,6,5.1,,,,,0.5
system,2025-12-30,Linux,8,6.8,,,,,0.5
system,2025-07-30,Windows,2,1.7,,,,,0.5
system,2025-09-23,Windows,2,1.7,,,,,0.5
system,2025-12-30,Windows,2,1.7,,,,,0.5
system,2025-07-04,null,1,0.85,,,,,0.5
system,2025-07-05,null,1,0.85,,,,,0.5
system,2025-07-10,null,2,1.7,,,,,0.5
system,2025-07-18,null,2,1.7,,,,,0.5
system,2025-07-22,null,1,0.85,,,,,0.5
system,2025-07-23,null,1,0.85,,,,,0.5
system,2025-07-28,null,5,4.25,,,,,0.5
system,2025-07-30,null,109,92.64999999999999,,,,,0.5
system,2025-07-31,null,35,29.75,,,,,0.5
system,2025-08-04,null,8,6.8,,,,,0.5
system,2025-08-05,null,2,1.7,,,,,0.5
system,2025-08-07,null,8,6.8,,,,,0.5
system,2025-08-09,null,6,5.1,,,,,0.5
system,2025-08-10,null,3,2.55,,,,,0.5
system,2025-08-11,null,1,0.85,,,,,0.5
system,2025-08-13,null,4,3.4,,,,,0.5
system,2025-08-16,null,63,53.55,,,,,0.5
system,2025-08-17,null,9,7.6499999999999995,,,,,0.5
system,2025-08-18,null,3,2.55,,,,,0.5
system,2025-08-19,null,2,1.7,,,,,0.5
system,2025-08-21,null,2,1.7,,,,,0.5
system,2025-08-22,null,1,0.85,,,,,0.5
system,2025-08-24,null,1,0.85,,,,,0.5
system,2025-08-27,null,2,1.7,,,,,0.5
system,2025-08-28,null,2,1.7,,,,,0.5
system,2025-09-01,null,7,5.95,,,,,0.5
system,2025-09-06,null,1,0.85,,,,,0.5
system,2025-09-07,null,3,2.55,,,,,0.5
system,2025-09-10,null,11,9.35,,,,,0.5
system,2025-09-11,null,3,2.55,,,,,0.5
system,2025-09-14,null,3,2.55,,,,,0.5
system,2025-09-16,null,1,0.85,,,,,0.5
system,2025-09-18,null,1,0.85,,,,,0.5
system,2025-09-20,null,1,0.85,,,,,0.5
system,2025-09-21,null,74,62.9,,,,,0.5
system,2025-09-22,null,18,15.299999999999999,,,,,0.5
system,2025-09-23,null,11,9.35,,,,,0.5
system,2025-09-26,null,1,0.85,,,,,0.5
system,2025-09-27,null,1,0.85,,,,,0.5
system,2025-09-29,null,3,2.55,,,,,0.5
system,2025-10-01,null,7,5.95,,,,,0.5
system,2025-10-02,null,2,1.7,,,,,0.5
system,2025-10-03,null,1,0.85,,,,,0.5
system,2025-10-09,null,5,4.25,,,,,0.5
system,2025-10-12,null,1,0.85,,,,,0.5
system,2025-10-14,null,1,0.85,,,,,0.5
system,2025-10-15,null,5,4.25,,,,,0.5
system,2025-10-18,null,2,1.7,,,,,0.5
system,2025-10-20,null,1,0.85,,,,,0.5
system,2025-10-21,null,1,0.85,,,,,0.5
system,2025-10-23,null,2,1.7,,,,,0.5
system,2025-10-26,null,3,2.55,,,,,0.5
system,2025-10-27,null,4,3.4,,,,,0.5
system,2025-10-28,null,1,0.85,,,,,0.5
system,2025-10-29,null,2,1.7,,,,,0.5
system,2025-10-30,null,1,0.85,,,,,0.5
system,2025-10-31,null,2,1.7,,,,,0.5
system,2025-11-01,null,2,1.7,,,,,0.5
system,2025-11-06,null,1,0.85,,,,,0.5
system,2025-11-13,null,4,3.4,,,,,0.5
system,2025-11-18,null,2,1.7,,,,,0.5
system,2025-11-19,null,1,0.85,,,,,0.5
system,2025-11-26,null,1,0.85,,,,,0.5
system,2025-12-04,null,1,0.85,,,,,0.5
system,2025-12-05,null,2,1.7,,,,,0.5
system,2025-12-06,null,3,2.55,,,,,0.5
system,2025-12-07,null,1,0.85,,,,,0.5
system,2025-12-08,null,2,1.7,,,,,0.5
system,2025-12-09,null,2,1.7,,,,,0.5
system,2025-12-10,null,1,0.85,,,,,0.5
system,2025-12-12,null,2,1.7,,,,,0.5
system,2025-12-17,null,1,0.85,,,,,0.5
system,2025-12-19,null,2,1.7,,,,,0.5
system,2025-12-20,null,6,5.1,,,,,0.5
system,2025-12-21,null,15,12.75,,,,,0.5
system,2025-12-26,null,2,1.7,,,,,0.5
system,2025-12-27,null,1,0.85,,,,,0.5
system,2025-12-30,null,145,123.25,,,,,0.5
system,2025-12-31,null,7,5.95,,,,,0.5
